id	locality	countryCode	establishmentMeans	threatStatus	appendixCITES	occurrenceRemarks
urn:lsid:catalogueoflife.org:taxon:1a9b8473-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Cauca | Cundinamarca | Huila | Quindío | Risaralda | Valle del Cauca | Caquetá | Boyacá | Casanare | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f153d05-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Meta | Putumayo | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/5786937	Antioquia | Caldas | Cauca | Quindío | Risaralda | Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:2ca26e15-5e17-11e7-8cee-bc764e092680:col20170824	Risaralda | Valle del Cauca | Antioquia | Caldas	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:2ca26c9f-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Quindío | Risaralda | Valle del Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
urn:lsid:catalogueoflife.org:taxon:23418e0c-5e17-11e7-8cee-bc764e092680:col20170824	Meta | Arauca | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:32a40f92-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Cundinamarca | Meta | Putumayo | Antioquia	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Pie de monte|Amazonía
urn:lsid:catalogueoflife.org:taxon:3b1e25e8-5e17-11e7-8cee-bc764e092680:col20170824	Cundinamarca | Meta | Putumayo | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Pie de monte|Amazonía
gbif.org/species/2438903	Tolima	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:23418f7d-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cauca | Cundinamarca | Casanare | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:49fcb1a1-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica: NO| Serranía del Darién
urn:lsid:catalogueoflife.org:taxon:49fcc164-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Caldas | Huila | Meta | Nariño | Quindío | Risaralda | Tolima | Valle del Cauca | Caquetá | Arauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|Pacífica
gbif.org/es/species/11859903	Magdalena | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|SNSM
urn:lsid:catalogueoflife.org:taxon:49fcc639-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Caquetá | Cauca | Chocó | Quindío | Risaralda | Tolima | Valle del Cauca | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|Pacífica: pie de monte
urn:lsid:catalogueoflife.org:taxon:49fcc7c5-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Caldas | Cauca | Chocó | Cundinamarca | Huila | Magdalena | Quindío | Risaralda | Tolima | Valle del Cauca | Casanare | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: pie de monte
urn:lsid:organismnames.com:name:5656422	Santander	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:3b897c76-5e17-11e7-8cee-bc764e092680:col20170824	Meta | Vaupés | Guaviare | Putumayo | Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:3b897de7-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Caldas | Chocó | Cundinamarca | Nariño | Risaralda | Valle del Cauca | Casanare | Cauca | Guainía | Quindío | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: pie de monte|Pacífica
urn:lsid:catalogueoflife.org:taxon:49fe77b0-5e17-11e7-8cee-bc764e092680:col20170824	Cundinamarca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:49fe748e-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Cundinamarca | La Guajira | Meta | Arauca | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
gbif.org/species/5706777	Boyacá | Caquetá | Cundinamarca | Huila | Meta | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/5786878	Antioquia | Cundinamarca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: pie de monte
gbif.org/species/5706775	Antioquia| Boyacá | Cundinamarca | Huila	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:49fe6f82-5e17-11e7-8cee-bc764e092680:col20170824	Cesar | Vaupés | Amazonas | Caquetá | Guainía | Meta | Putumayo | Vaupés | Arauca | Casanare | Norte de Santander | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Caribe
urn:lsid:catalogueoflife.org:taxon:20f1f357-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cesar | Cundinamarca | Huila | Quindío | Risaralda | Nariño | Quindío	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central|Oriental|Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:2ab4452d-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Cundinamarca | Huila | Meta | Quindío | Tolima | Bolívar | Boyacá | Risaralda	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:2cab4386-5e17-11e7-8cee-bc764e092680:col20170824	Cesar | La Guajira | Magdalena	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina:Sierra Nevada de Santa Marta|Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:2cab4204-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Norte de Santander | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental NE
gbif.org/species/7887692	Huila	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:23663543-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Cundinamarca | Quindío | Valle del Cauca | Caldas | Nariño | Risaralda	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental|Serranía del Darién
urn:lsid:catalogueoflife.org:taxon:3b87116c-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Huila | Quindío | Risaralda | Valle del Cauca | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental| Central
urn:lsid:catalogueoflife.org:taxon:3b870e9c-5e17-11e7-8cee-bc764e092680:col20170824	Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:zoobank.org:act:FB716D66-3D57-40A0-9E48-0E8A5A9B402E	Huila | La Guajira	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:3badb509-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Antioquia | Arauca | Caquetá | Cauca | Meta | Nariño | Risaralda | Vaupés | Putumayo | Casanare | Chocó | Guainía | Guaviare | La Guajira | Magdalena | Sucre | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Andina|Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b92cec2-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Cauca | Meta | Vichada | Guaviare | Arauca | Atlántico | Casanare | Guainía | Norte de Santander | Putumayo | Vaupés | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b92cd35-5e17-11e7-8cee-bc764e092680:col20170824	Magdalena	CO				Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:3b92c902-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Meta | Putumayo | Arauca | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:3b929d01-5e17-11e7-8cee-bc764e092680:col20170824	Magdalena | Arauca | Casanare | Guainía | Magdalena	CO				Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:3b929b91-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Putumayo | Vaupés | Meta | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Andina: Cordillera Oriental|piedemonte oriental
urn:lsid:catalogueoflife.org:taxon:3b929a21-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Córdoba | Cesar | Caquetá | Huila | Meta | Risaralda | Valle del Cauca | Vichada | Arauca | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Orinoquía
gbif.org/species/8317371	Antioquia | Boyacá | Cauca | Cesar | Cundinamarca | Meta | Quindío | Vaupés | Valle del Cauca | Vichada | Arauca | Risaralda | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|Caribe|Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b9290b6-5e17-11e7-8cee-bc764e092680:col20170824	Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:3b8dfaca-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Caquetá | Cundinamarca | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:4a037d2f-5e17-11e7-8cee-bc764e092680:col20170824	Córdoba | Magdalena | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe: NO
urn:lsid:catalogueoflife.org:taxon:3b8e1a68-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica: NO
urn:lsid:catalogueoflife.org:taxon:233a3b41-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Caquetá | Cauca | Huila | Nariño | Putumayo | Quindío | Risaralda | Tolima | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Andina: Cordillera Central | Occidental
urn:lsid:catalogueoflife.org:taxon:1aa0a7c6-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Huila | Valle del Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:1a9b9a5a-5e17-11e7-8cee-bc764e092680:col20170824	Meta | Arauca | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:1a9b974f-5e17-11e7-8cee-bc764e092680:col20170824	Cundinamarca | Norte de Santander | Boyacá | Casanare | Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:1a9b95d6-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Cauca | Cundinamarca | Huila | Norte de Santander | Quindío | Risaralda | Valle del Cauca | Caldas | Nariño | Risaralda | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:1a9b945d-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Meta | Amazonas | Vichada | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/es/species/11839954	Cauca | Huila | Valle del Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:53e51643-5e17-11e7-8cee-bc764e092680:col20170824	Cesar | La Guajira | Magdalena	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:49fd43d2-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía S
gbif.org/species/2438155	Arauca | Meta | Vichada | Caldas | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b8d297a-5e17-11e7-8cee-bc764e092680:col20170824	Atlántico | Boyacá | Cesar | Cundinamarca | La Guajira | Huila | Magdalena | Norte de Santander | Santander | Tolima | Antioquia | Caldas | Casanare | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe| Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:49fd5247-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Nariño | Risaralda | Valle del Cauca | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:49fd5927-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Cundinamarca | Nariño | Risaralda | Valle del Cauca | Boyacá | Caldas | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|Pacífica: pie de monte
urn:lsid:catalogueoflife.org:taxon:49fd5ac6-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Huila | Nariño | Quindío | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:49fd5c9c-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Risaralda | Caldas	CO	Endémica	VU		Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:49fd5e23-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Cundinamarca | Nariño | Putumayo | Quindío | Risaralda | Tolima | Valle del Cauca | Caldas	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina| Pacífica: pie de monte
urn:lsid:catalogueoflife.org:taxon:3b8d17bc-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Cauca | Huila	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
gbif.org/species/10683833	Antioquia | Caldas | Quindío	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
gbif.org/species/10831683	Huila	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
urn:lsid:catalogueoflife.org:taxon:49fd3b1e-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cauca | Norte de Santander | Santander	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:49fd3329-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Cundinamarca | Quindío | Valle del Cauca | Boyacá | Caldas | Casanare	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:49fd3198-5e17-11e7-8cee-bc764e092680:col20170824	Magdalena	CO	Endémica	VU		Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
gbif.org/species/5786833	Antioquia | Quindío | Risaralda	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
urn:lsid:catalogueoflife.org:taxon:49fd3002-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cundinamarca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:3b927598-5e17-11e7-8cee-bc764e092680:col20170824	Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:3b8c15fb-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Quindío	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
gbif.org/species/10873153	Cundinamarca | Huila	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:2364e2cb-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Chocó | Nariño | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:2364e154-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Boyacá | Caldas | Cauca | Cesar | Chocó | Córdoba | Cundinamarca | La Guajira | Magdalena | Norte de Santander | Santander | Meta | Putumayo | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica|SNSM|Valle Medio del Magdalena
urn:lsid:catalogueoflife.org:taxon:3b8f035b-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Cauca | Chocó | Cundinamarca | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica|Andina|Valles Interandinos
urn:lsid:catalogueoflife.org:taxon:3b8e969e-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Atlántico | Bolívar | Casanare | Cesar | Chocó | Córdoba | Cundinamarca | La Guajira | Huila | Magdalena | Meta | Sucre | Norte de Santander | Tolima | Vichada | Arauca | Caldas | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental|Caribe|Pacífica|Valle alto del Magdalena|Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b8e94e3-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Cauca | Cundinamarca | Huila | Meta | Nariño | Santander | Valle del Cauca | Caldas	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Valle Alto del R. Magdalena|Alto Valle del R. Cauca|Alto Valle del R. Patía|Alto Valle del R. Dagua
urn:lsid:catalogueoflife.org:taxon:3b8dacaf-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Cauca | Meta | Quindío | Risaralda | Amazonas | Guaviare | Meta | Putumayo | Vaupés | Antioquia | Arauca | Atlántico | Bolívar | Caquetá | Casanare | Cesar | Chocó | Córdoba | Cundinamarca | Guainía | Huila | La Guajira | Magdalena | Nariño | Norte de Santander | Santander | Sucre | Tolima | Valle del Cauca | Vichada	CO			III	
urn:lsid:catalogueoflife.org:taxon:25b69be0-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Cauca | Cesar | Cundinamarca | Huila | Nariño | Norte de Santander | Quindío | Risaralda | Tolima | Valle del Cauca | Arauca | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:4a01442d-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Cesar | Magdalena | Meta | Vaupés | Vichada | Guaviare | Putumayo | Arauca | Casanare | Cauca | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Orinoquía|Valle Medio del Magdalena
urn:lsid:catalogueoflife.org:taxon:4a014d71-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Cesar | Chocó | Magdalena | Norte de Santander | Quindío | Risaralda | Santander | Sucre | Valle del Cauca | Arauca | Atlántico | Bolívar | Caldas | Córdoba | Magdalena | Nariño | Tolima	CO			III	Distribución en regiones naturales de Colombia y zonas de interés: Andina|Caribe|Pacífica
urn:lsid:catalogueoflife.org:taxon:4a01508b-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Meta | Caquetá | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b8dae29-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Boyacá | Caquetá | Meta | Guaviare | Putumayo | Guaviare | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a0126af-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Cauca | Chocó | Caquetá | Cundinamarca | Huila | Nariño | Norte de Santander | Quindío | Risaralda | Tolima | Valle del Cauca | Arauca | Caldas | Casanare | Putumayo	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Andina|Pacífica: pie de monte
urn:lsid:catalogueoflife.org:taxon:4a01a9c6-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Meta | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía|Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a01b1f6-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Cauca | Córdoba	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:4a01b387-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Córdoba | Chocó | Nariño | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4a01d6d8-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4a01cbf9-5e17-11e7-8cee-bc764e092680:col20170824	Putumayo | Guainía | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f158649-5e17-11e7-8cee-bc764e092680:col20170824	Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/11085933	Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
gbif.org/species/4262962	Amazonas | Caquetá | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4a01db80-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Vaupés | Guaviare | Meta | Guainía | Norte de Santander | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/es/species/2439752	Antioquia | Cundinamarca | Nariño | Quindío | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/species/5786577	Antioquia | Bolívar | Atlántico	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:4a01e630-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SE
urn:lsid:catalogueoflife.org:taxon:4a01e7ba-5e17-11e7-8cee-bc764e092680:col20170724	Atlántico | Bolívar | Cesar | Córdoba | Magdalena | La Guajira | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:4a01e940-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Bolívar | Boyacá | Córdoba | Santander | Caldas | Cundinamarca | Guaviare | Sucre	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
gbif.org/species/2439772	Arauca | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a01ff8d-5e17-11e7-8cee-bc764e092680:col20170724	Magdalena	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4a0202a4-5e17-11e7-8cee-bc764e092680:col20170724	Boyacá | Casanare | Cundinamarca | Meta | Arauca | Vichada	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental: pie de monte|Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a020759-5e17-11e7-8cee-bc764e092680:col20170724	Caquetá | Putumayo | Amazonas | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SE
urn:lsid:catalogueoflife.org:taxon:4a02090c-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Valle del Cauca | Caquetá | Meta | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4a020c15-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía S
gbif.org/species/5786579	Magdalena	CO	Endémica	CR		Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
gbif.org/species/10471044	Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/8725405	Meta | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a010ebc-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Antioquia | Atlántico | Boyacá | Casanare | Caquetá | Cauca | Cesar | Córdoba | Cundinamarca | Guainía | Guaviare | Magdalena | Meta | Norte de Santander | La Guajira | Putumayo | Sucre | Vichada | Arauca | Bolívar | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía|SNSM
gbif.org/species/10989982	Cundinamarca | Norte de Santander | Santander | Guainía | Meta | Arauca | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
gbif.org/species/5786585	Antioquia? | Caldas | Cesar | Cundinamarca | Santander | Sucre	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental|Pacífica
gbif.org/species/11056981	Antioquia | Boyacá | Caldas | Cauca | Cundinamarca | Huila | Meta | Nariño | Quindío | Risaralda | Tolima | Valle del Cauca | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|PNN Tatamá
gbif.org/species/6066833	Boyacá | Cundinamarca	CO	Endémica	VU		Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:4f1738e0-5e17-11e7-8cee-bc764e092680:col20170824	Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica: NO
urn:lsid:catalogueoflife.org:taxon:4f175c3e-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Atlántico | Bolívar | Boyacá | Cesar | Córdoba | Cundinamarca | La Guajira | Magdalena | Norte de Santander | Sucre | Tolima | Risaralda	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina|SNSM
urn:lsid:catalogueoflife.org:taxon:4f175dcf-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Nariño | Quindío | Risaralda | Valle del Cauca | Caquetá | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental|Pacífica
urn:lsid:catalogueoflife.org:taxon:4f175f7f-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1ddde2-5e17-11e7-8cee-bc764e092680:col20170824	Vaupés | Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
